,image_name,rightHip_x,rightHip_y,leftHip_x,leftHip_y,rightShoulder_x,rightShoulder_y,leftShoulder_x,leftShoulder_y,rightElbow_x,rightElbow_y,leftElbow_x,leftElbow_y,rightWrist_x,rightWrist_y,leftWrist_x,leftWrist_y,label
10,img_10.jpg,0.7056746,0.4522378,0.71010935,0.5957875,0.41522866,0.41069174,0.41557974,0.63358885,0.55977976,0.33786452,0.558256,0.70408344,0.7041794,0.2980375,0.69966304,0.77003664,0
11,img_11.jpg,0.7062794,0.4486897,0.70727396,0.587492,0.41684324,0.40705264,0.4185091,0.6268259,0.5619949,0.3357638,0.55689186,0.6973028,0.71059537,0.29598817,0.6957125,0.75708103,0
12,img_12.jpg,0.70440286,0.44713652,0.7028409,0.5839369,0.41726977,0.40324125,0.42079756,0.6187805,0.5613811,0.3347156,0.5559248,0.69075143,0.70406216,0.29131776,0.6950693,0.7537186,0
13,img_13.jpg,0.70916885,0.44103372,0.70768535,0.57710195,0.41796887,0.39965522,0.42438918,0.6138269,0.5593169,0.33455747,0.5520992,0.67979115,0.69354093,0.2850877,0.6871084,0.7361264,0
14,img_14.jpg,0.7048037,0.4364015,0.70532197,0.57147324,0.42028877,0.3952121,0.42761132,0.6016042,0.55325663,0.33274966,0.55756986,0.6772928,0.683939,0.2847963,0.6913149,0.7337188,0
15,img_15.jpg,0.7038052,0.43040082,0.7043869,0.5599005,0.42176506,0.39170045,0.42883655,0.59712803,0.55709004,0.32950807,0.55618334,0.66911316,0.6876768,0.28035882,0.6845352,0.7248533,0
16,img_16.jpg,0.7059948,0.43171042,0.7039113,0.5546886,0.4240939,0.38835642,0.4276261,0.5879348,0.564822,0.32907534,0.5509938,0.66305315,0.7014904,0.2691087,0.6898739,0.71293133,0
17,img_17.jpg,0.71562254,0.4291545,0.7155363,0.5527498,0.4246713,0.38833022,0.4268787,0.5793361,0.5582678,0.32013923,0.55599636,0.65743303,0.6781284,0.2605084,0.68346566,0.7129642,0
18,img_18.jpg,0.7093374,0.42860174,0.71123385,0.5500891,0.42801428,0.38947028,0.4290771,0.5784022,0.55973876,0.31585205,0.5546031,0.6485487,0.677835,0.24701583,0.6808571,0.70213366,0
19,img_19.jpg,0.7059686,0.42491934,0.7058233,0.5427298,0.42848083,0.38863236,0.43195462,0.5722958,0.55455565,0.31945705,0.55112875,0.64456874,0.6663809,0.2359718,0.6720533,0.6998906,0
20,img_20.jpg,0.7018418,0.4227285,0.69974387,0.5376415,0.42918965,0.38807234,0.43339187,0.56730354,0.5511922,0.32115966,0.55013335,0.6441065,0.655892,0.23346585,0.6672398,0.70063585,0
21,img_21.jpg,0.69659173,0.4227403,0.6936967,0.53948253,0.430133,0.38800305,0.43255717,0.5642102,0.548285,0.31978694,0.54584897,0.63998747,0.64698964,0.23104738,0.66065454,0.701079,0
22,img_22.jpg,0.69238985,0.4229586,0.6902148,0.5409367,0.4272549,0.3845951,0.43350375,0.56399095,0.5489965,0.31015337,0.54453856,0.63872373,0.6399318,0.22243385,0.6580365,0.70322984,0
23,img_23.jpg,0.692325,0.42382944,0.6893376,0.5420557,0.4286241,0.38365424,0.4315847,0.56159246,0.5453546,0.30598387,0.54287076,0.63828295,0.6400796,0.2129482,0.6454522,0.7058487,0
24,img_24.jpg,0.6900363,0.42425212,0.68610686,0.539778,0.42933702,0.38527697,0.4348318,0.5599154,0.54539716,0.30535656,0.5442832,0.63936615,0.63631594,0.20608775,0.64288217,0.70767224,0
25,img_25.jpg,0.6915249,0.42307204,0.687207,0.54035705,0.42986447,0.38461924,0.43345615,0.55875885,0.54434365,0.30125389,0.53965324,0.6382497,0.62404764,0.20810288,0.63437915,0.7090394,0
26,img_26.jpg,0.69283575,0.42455053,0.6889092,0.5441448,0.4328426,0.38556325,0.43664122,0.55857503,0.5408585,0.3040784,0.5369786,0.6399127,0.6174247,0.20835775,0.6257987,0.7137817,0
27,img_27.jpg,0.6942792,0.42411086,0.69112194,0.54238105,0.43619058,0.38784242,0.43863258,0.5593604,0.5381464,0.3043951,0.5323564,0.64725304,0.61827487,0.20620742,0.6213563,0.7173592,0
28,img_28.jpg,0.69187415,0.42803586,0.69012105,0.5448506,0.4394599,0.39084682,0.43972683,0.5599077,0.53741944,0.3047179,0.5304547,0.6461009,0.61267036,0.20353395,0.6196874,0.7194759,0
29,img_29.jpg,0.69516706,0.42623,0.693329,0.5441004,0.43996724,0.38864383,0.44724056,0.5601297,0.53779876,0.2990123,0.53545076,0.6526847,0.61198413,0.18726222,0.6161522,0.72495985,0
30,img_30.jpg,0.6915833,0.42755625,0.69363755,0.5453936,0.440831,0.39168915,0.45219028,0.56240976,0.5299041,0.30032188,0.5368595,0.65864956,0.59691083,0.18871228,0.6138335,0.7324759,0
31,img_31.jpg,0.69161147,0.43138528,0.6929035,0.54905134,0.44347712,0.39504474,0.4518571,0.5644951,0.52440286,0.30367383,0.5285932,0.6549341,0.5861883,0.18950477,0.5986965,0.7343692,0
32,img_32.jpg,0.68812275,0.43300343,0.6899675,0.5471878,0.44556245,0.40000153,0.45111236,0.56327724,0.51941454,0.30416086,0.5207572,0.6567603,0.57603097,0.19544056,0.57836545,0.7388301,0
33,img_33.jpg,0.68623346,0.43715757,0.68836856,0.5500345,0.4471689,0.40439677,0.45163125,0.56550455,0.51636684,0.30061972,0.5166091,0.66415393,0.5584704,0.19862553,0.57651496,0.7471142,0
34,img_34.jpg,0.6843011,0.43879256,0.68648887,0.5502602,0.44915426,0.40705878,0.45474797,0.56657887,0.5121381,0.30337417,0.50756294,0.669297,0.5486547,0.19323725,0.54783726,0.7568104,0
35,img_35.jpg,0.6826153,0.4426163,0.6856971,0.5541761,0.44831502,0.41036004,0.4519977,0.56730366,0.5053766,0.3155393,0.49911842,0.67335784,0.5364975,0.19736604,0.5356655,0.7554115,0
36,img_36.jpg,0.6838318,0.4423632,0.6894323,0.55579174,0.4483173,0.40938473,0.4513852,0.57086074,0.503844,0.32153845,0.49544317,0.6815511,0.53138113,0.20357488,0.5191925,0.7617888,0
37,img_37.jpg,0.6825572,0.44429302,0.68812096,0.5550662,0.4512245,0.4121457,0.4509457,0.5724566,0.50492394,0.3223461,0.49174708,0.67324305,0.5226456,0.20597647,0.50247693,0.76135063,0
38,img_38.jpg,0.6896907,0.452125,0.6978158,0.56107014,0.452029,0.42149958,0.45169914,0.5905658,0.47335052,0.30583623,0.45463616,0.70994824,0.43945557,0.21868145,0.42535588,0.7690126,0
39,img_39.jpg,0.6880459,0.45516467,0.6964475,0.5647698,0.453021,0.42553854,0.4501415,0.59149635,0.46514675,0.3139069,0.4507742,0.7113804,0.425866,0.22408932,0.40633398,0.76936674,0
40,img_40.jpg,0.6892309,0.45828295,0.6966107,0.56883544,0.4520542,0.43030486,0.44820422,0.5934061,0.4576703,0.3232116,0.44024515,0.7108754,0.40929648,0.2301284,0.38778198,0.7743801,0
41,img_41.jpg,0.69369125,0.45930105,0.7013368,0.5708509,0.45335588,0.4267761,0.45010507,0.5987176,0.4543141,0.3250013,0.43371698,0.7122084,0.4049171,0.2376279,0.37953126,0.77000797,0
42,img_42.jpg,0.69762135,0.45976886,0.70505214,0.57212126,0.45350552,0.42800045,0.45135897,0.59495056,0.4553876,0.3225922,0.42687798,0.7079023,0.39676225,0.2516826,0.37195897,0.7683979,0
43,img_43.jpg,0.6971985,0.4626014,0.705165,0.57323253,0.45153606,0.43007156,0.45087934,0.59483254,0.4511208,0.32688367,0.42472768,0.7085893,0.3953298,0.25541568,0.36332378,0.7664206,0
44,img_44.jpg,0.6985079,0.4632251,0.7047844,0.57244927,0.45277303,0.433253,0.45147032,0.5957315,0.44211066,0.32108533,0.4182937,0.70184636,0.37442824,0.2571151,0.34513074,0.7660741,0
45,img_45.jpg,0.69613,0.46383333,0.70182604,0.5738303,0.44842517,0.42829365,0.45055208,0.5977231,0.41748983,0.30845806,0.41701016,0.7061627,0.3594645,0.24762961,0.3383755,0.756791,0
46,img_46.jpg,0.69640154,0.46380493,0.70156044,0.57259446,0.4499957,0.42946434,0.45154238,0.597634,0.41461402,0.31911057,0.41683823,0.6987506,0.34663647,0.2524915,0.33972436,0.75774896,0
47,img_47.jpg,0.6944643,0.46316957,0.698162,0.5708723,0.44976112,0.43263865,0.45115155,0.59599906,0.41628855,0.3238228,0.41280073,0.6975366,0.3397447,0.26099557,0.33325225,0.75056714,0
48,img_48.jpg,0.69526505,0.4624284,0.70079255,0.57099175,0.44758448,0.4334751,0.45056546,0.59656006,0.40886515,0.33605754,0.41043136,0.7009181,0.3356119,0.27824694,0.32212633,0.7498514,0
49,img_49.jpg,0.69387543,0.46655798,0.6985575,0.5737004,0.44987774,0.4371743,0.4512015,0.59719884,0.40633368,0.33557135,0.40531242,0.6952524,0.33177823,0.28501886,0.3125011,0.74569404,0
50,img_50.jpg,0.6894418,0.47086185,0.6939378,0.5728736,0.45203257,0.44457436,0.44826174,0.5975191,0.39840806,0.3485683,0.39644527,0.6886904,0.31454962,0.29718822,0.30541918,0.7256751,1
51,img_51.jpg,0.6878309,0.47247368,0.69305146,0.57303965,0.4510965,0.44638643,0.44741857,0.59706926,0.39783654,0.34937006,0.38653398,0.6904323,0.30292892,0.30523145,0.29838958,0.7176165,1
52,img_52.jpg,0.6854485,0.47318667,0.6911938,0.5728916,0.45048922,0.44812328,0.44483304,0.59780407,0.39312133,0.35576695,0.3808653,0.6837535,0.29334748,0.31804633,0.29109925,0.71490663,1
53,img_53.jpg,0.68326014,0.47321448,0.68770826,0.5697943,0.452906,0.4475255,0.44451746,0.595957,0.3879971,0.3577649,0.3795985,0.6816148,0.28756672,0.32591873,0.29675972,0.7090792,1
54,img_54.jpg,0.68150824,0.47316676,0.68578064,0.5671601,0.4526579,0.44857642,0.4438243,0.59457886,0.38853914,0.35969412,0.37991163,0.6775775,0.2933908,0.3337531,0.29700875,0.70487106,1
55,img_55.jpg,0.6817775,0.47226322,0.6858801,0.5675797,0.45151922,0.44690126,0.44322452,0.5934326,0.38629073,0.36264476,0.37604672,0.6709468,0.28424248,0.33542877,0.28484815,0.70746917,1
56,img_56.jpg,0.67488617,0.4744264,0.68265647,0.5656248,0.45199007,0.4472779,0.44469985,0.5924804,0.38172174,0.37129468,0.37689328,0.66856974,0.28215343,0.3410328,0.28193614,0.6999988,1
57,img_57.jpg,0.67144215,0.4740386,0.67830056,0.5633969,0.45427,0.4491298,0.44549054,0.59096575,0.38310787,0.37375054,0.37776896,0.66528094,0.283731,0.3486843,0.2784541,0.6949417,1
58,img_58.jpg,0.6687383,0.47221848,0.6730034,0.5626675,0.45167977,0.44560277,0.44471025,0.58938533,0.3795093,0.3729188,0.37707254,0.6643252,0.2790448,0.35335135,0.27629608,0.68855184,1
59,img_59.jpg,0.66952515,0.47157547,0.6729697,0.56218505,0.45225102,0.4457563,0.44387826,0.58993596,0.38003588,0.37170097,0.37343845,0.6608114,0.2792174,0.35529822,0.26422995,0.680686,1
60,img_60.jpg,0.67452264,0.4705698,0.6804483,0.5625723,0.4530078,0.44529718,0.44472146,0.5877884,0.37981772,0.37144524,0.37339425,0.65703034,0.27885503,0.35852736,0.26900885,0.6743225,1
61,img_61.jpg,0.6697821,0.469384,0.6764626,0.56023693,0.4533219,0.44541416,0.44484267,0.5882267,0.37966296,0.37115216,0.3616845,0.6557118,0.27814227,0.36125094,0.26186925,0.668245,1
62,img_62.jpg,0.66779613,0.46873984,0.6722643,0.55964977,0.45172927,0.44235563,0.44658464,0.58496046,0.3791314,0.37088296,0.3705797,0.6465687,0.27454495,0.36137936,0.2640534,0.66179174,1
63,img_63.jpg,0.66626155,0.466858,0.6710346,0.55490357,0.45348966,0.44311222,0.4484446,0.58199626,0.3743453,0.37094826,0.36793542,0.6440358,0.265648,0.35868126,0.25833485,0.65589464,1
64,img_64.jpg,0.6653117,0.4646358,0.6708936,0.5532548,0.44933566,0.43987688,0.44862506,0.58003175,0.37395915,0.37175536,0.36881682,0.63850737,0.26454213,0.362313,0.26810187,0.647143,1
65,img_65.jpg,0.6631704,0.46261877,0.66924375,0.5509892,0.45114934,0.4394639,0.4513099,0.5770745,0.3755517,0.3712917,0.37435102,0.6341048,0.26771265,0.36292416,0.26739806,0.6410268,1
66,img_66.jpg,0.6639789,0.45992833,0.6693594,0.54684514,0.45340097,0.43657148,0.4529158,0.5740686,0.37516648,0.36939996,0.3781969,0.62742,0.2721769,0.36341402,0.2769324,0.63625467,1
67,img_67.jpg,0.66040087,0.45803317,0.6646773,0.54241645,0.4512875,0.43428683,0.45170867,0.57124674,0.3742646,0.36952907,0.374083,0.625698,0.26875246,0.36501798,0.27254188,0.63394594,1
68,img_68.jpg,0.6610734,0.45485276,0.6647297,0.5410454,0.44942185,0.43054926,0.45136786,0.5675516,0.37187743,0.36411998,0.374712,0.62388337,0.26798552,0.36698002,0.27201796,0.6301069,1
69,img_69.jpg,0.6624458,0.45086658,0.66626143,0.54092777,0.45425534,0.42751193,0.45619068,0.56329226,0.37208983,0.36295184,0.37826046,0.6220757,0.26649755,0.36531922,0.2730286,0.627198,1
70,img_70.jpg,0.6628853,0.448376,0.6654837,0.53975594,0.4526182,0.4244953,0.45872635,0.56368846,0.37067208,0.3615185,0.37882173,0.6193739,0.2661808,0.3658341,0.26929355,0.6203433,1
71,img_71.jpg,0.66350234,0.44872963,0.66589993,0.54076874,0.4528162,0.42230988,0.45788047,0.56333375,0.3741659,0.35854858,0.3756667,0.6198767,0.2664618,0.36627007,0.26798937,0.6202047,1
72,img_72.jpg,0.6592383,0.44674522,0.6616447,0.5357202,0.45060188,0.4217857,0.4572003,0.55983675,0.37413692,0.35747415,0.37686062,0.61871064,0.26398802,0.3654374,0.26507238,0.617573,1
73,img_73.jpg,0.6623405,0.4442167,0.6650698,0.5351648,0.4529817,0.4181703,0.45850754,0.555624,0.37512934,0.35522783,0.3819893,0.6138345,0.26184642,0.36453897,0.27015737,0.6143967,1
74,img_74.jpg,0.66209614,0.44236982,0.6640992,0.5329121,0.45227274,0.4153905,0.4584689,0.55334234,0.37863082,0.35328794,0.38067195,0.61118054,0.26394638,0.36214203,0.27562237,0.6129493,1
75,img_75.jpg,0.66004527,0.44314706,0.6620543,0.5327686,0.45013627,0.41459823,0.45835263,0.5515491,0.37988955,0.3498605,0.3891108,0.6059147,0.26390243,0.36037558,0.2849198,0.6123743,1
76,img_76.jpg,0.6601241,0.4422478,0.6608295,0.53027093,0.44862175,0.4115315,0.45461854,0.54887897,0.38261378,0.34900612,0.38144416,0.6028901,0.26180223,0.36009192,0.27959174,0.60846806,1
77,img_77.jpg,0.65961325,0.44194305,0.66061664,0.5309448,0.4501381,0.41156286,0.4567237,0.54720074,0.38604674,0.34881532,0.3940426,0.6022842,0.26978773,0.35769475,0.2859068,0.6138222,1
78,img_78.jpg,0.66217595,0.4423029,0.66233474,0.5303783,0.45179126,0.4100184,0.45742878,0.54628086,0.38787216,0.3468452,0.38886663,0.6001998,0.27579427,0.3566501,0.28224516,0.6090523,1
79,img_79.jpg,0.66285634,0.4421,0.66277665,0.53061503,0.45021793,0.409857,0.45747158,0.5459179,0.39064372,0.34641048,0.3898958,0.60065997,0.28084698,0.3485328,0.28544423,0.6120559,1
80,img_80.jpg,0.65975904,0.44425225,0.65899396,0.53268194,0.44893402,0.41128907,0.45593166,0.5458324,0.3919524,0.3478353,0.3842413,0.600026,0.2805817,0.34594703,0.29015735,0.6057521,1
81,img_81.jpg,0.6593486,0.44661492,0.65838665,0.53137255,0.4508562,0.41079384,0.4589585,0.54587644,0.3867706,0.3480826,0.394922,0.6016648,0.2811163,0.34570777,0.2888986,0.61456573,1
82,img_82.jpg,0.66238153,0.44770417,0.66150016,0.53168315,0.4509579,0.4109276,0.46087712,0.54744184,0.3911447,0.34496588,0.39340496,0.6034923,0.2822045,0.33590358,0.288622,0.61769366,1
83,img_83.jpg,0.66306365,0.44860733,0.6628902,0.53406775,0.45046902,0.41198644,0.4624905,0.5490037,0.38857555,0.34739166,0.38838774,0.6077937,0.2855706,0.33192927,0.29230362,0.6228975,1
84,img_84.jpg,0.66293764,0.45083445,0.6633239,0.5365379,0.44829118,0.41145468,0.4632383,0.5540971,0.38542372,0.3455858,0.38976026,0.6106217,0.28837854,0.3299463,0.29821485,0.6298386,1
85,img_85.jpg,0.6648927,0.45315894,0.66576195,0.54098755,0.4508646,0.4127801,0.463439,0.5572512,0.3890211,0.34237012,0.38568196,0.61559397,0.28982538,0.32098114,0.29991502,0.63788354,1
86,img_86.jpg,0.66753,0.45647597,0.66821337,0.5416552,0.4509749,0.41393775,0.4618444,0.55992496,0.38747996,0.3393968,0.38039255,0.6227119,0.2964901,0.3167894,0.30244428,0.64579296,1
87,img_87.jpg,0.67025346,0.45777866,0.6719212,0.5458218,0.4543438,0.4182806,0.46405566,0.56306994,0.39058143,0.34145445,0.37873417,0.6324154,0.29151595,0.31036776,0.29560226,0.65571105,1
88,img_88.jpg,0.6769028,0.45926923,0.67734355,0.5488261,0.45914552,0.42065358,0.46506512,0.56443715,0.3944174,0.34480983,0.38332152,0.6356557,0.2999397,0.30837554,0.30190977,0.6679587,1
89,img_89.jpg,0.6727954,0.46369135,0.67536396,0.55155116,0.4570666,0.4243412,0.46310672,0.5670959,0.3924974,0.3434437,0.39311635,0.6386159,0.29161093,0.3029216,0.3140447,0.67801225,1
90,img_90.jpg,0.67846036,0.4648099,0.6778908,0.5516184,0.46096402,0.42890546,0.46494636,0.5716892,0.39517504,0.34603095,0.39266896,0.6468284,0.29849288,0.29707056,0.30585825,0.68383616,1
91,img_91.jpg,0.6796882,0.4679781,0.6793525,0.5507913,0.45842537,0.4301039,0.4658466,0.5705389,0.39337966,0.34312445,0.3981869,0.6499765,0.30493307,0.29316914,0.3144331,0.6925451,1
92,img_92.jpg,0.68071914,0.46942866,0.6799985,0.5520562,0.4600111,0.43345994,0.46729383,0.5748748,0.3956139,0.34508896,0.39351818,0.6600819,0.3186155,0.29603752,0.3153714,0.7026895,1
93,img_93.jpg,0.68304455,0.47378728,0.6845708,0.56122375,0.4638829,0.44065875,0.46335706,0.5837547,0.39741322,0.3527641,0.39899433,0.67235583,0.32229573,0.29734242,0.32890344,0.70823807,1
94,img_94.jpg,0.6872004,0.47652596,0.6898962,0.5621995,0.4664372,0.44551152,0.4672297,0.59133947,0.4004346,0.35757276,0.40595934,0.67658544,0.32518893,0.30299565,0.33995622,0.70920134,1
95,img_95.jpg,0.69074774,0.48100787,0.69219065,0.5716186,0.46748194,0.45118856,0.46670502,0.5957304,0.4075037,0.3675837,0.39816087,0.6835259,0.33749777,0.312268,0.3410117,0.7195077,1
96,img_96.jpg,0.6898385,0.4856813,0.69104767,0.5785344,0.45968306,0.4582722,0.4638239,0.59978366,0.40961152,0.37308297,0.40106365,0.6909884,0.35473144,0.32489324,0.3426801,0.73050225,0
97,img_97.jpg,0.69098777,0.49352735,0.69494456,0.582929,0.46397722,0.46195722,0.4685793,0.6066708,0.39766967,0.378074,0.40953526,0.6998624,0.34615836,0.33467874,0.34487996,0.7417771,1
98,img_98.jpg,0.6941177,0.50524735,0.69899654,0.593891,0.46596533,0.4745904,0.46834606,0.6116079,0.41318417,0.39949,0.40547794,0.7021166,0.35262987,0.3354873,0.34023833,0.7486601,1
99,img_99.jpg,0.6921574,0.5092714,0.6924871,0.5992921,0.46527773,0.48349187,0.4643153,0.61932695,0.4092502,0.40786558,0.41707146,0.7136737,0.34854728,0.34111327,0.34080577,0.7497295,1
100,img_100.jpg,0.70156264,0.51335293,0.6976254,0.6039741,0.4680454,0.48978314,0.46987808,0.62224126,0.40348014,0.4143541,0.4181295,0.7180915,0.34368467,0.35690957,0.35054517,0.75016993,1
101,img_101.jpg,0.69171995,0.52054906,0.68955076,0.6050482,0.47149226,0.49631605,0.4724774,0.6279204,0.40240896,0.4187189,0.4181455,0.72020745,0.34017774,0.36374092,0.34825942,0.7512249,1
102,img_102.jpg,0.69456446,0.5278296,0.6946129,0.6193181,0.46613798,0.5000982,0.47312248,0.63836783,0.39226186,0.42900836,0.41704476,0.7206723,0.3238184,0.37146577,0.341932,0.75942796,1
103,img_103.jpg,0.6844961,0.5352129,0.68134546,0.6230885,0.46681154,0.5032301,0.47088772,0.6392692,0.38317806,0.4340135,0.42595744,0.72429323,0.32803196,0.37952518,0.34367883,0.7608885,1
104,img_104.jpg,0.672764,0.54140556,0.6771277,0.62386906,0.46459663,0.51138747,0.4675411,0.6439922,0.38876873,0.4416947,0.42209396,0.7288198,0.32241887,0.38454244,0.3383615,0.76776403,1
105,img_105.jpg,0.67440975,0.5492216,0.677042,0.63633645,0.4595663,0.51715076,0.4650992,0.6540808,0.3840327,0.44554353,0.4076837,0.74074554,0.30544066,0.397984,0.33043566,0.7700565,1
106,img_106.jpg,0.6700772,0.5699244,0.67515886,0.6497097,0.45741278,0.5322581,0.4590907,0.66100293,0.37676597,0.4545663,0.384674,0.7538859,0.30158904,0.41929102,0.32224232,0.7677018,1
107,img_107.jpg,0.6781418,0.56864685,0.6775359,0.65432274,0.4591993,0.53273094,0.46262297,0.6701469,0.3837231,0.46252543,0.383538,0.7542999,0.2986648,0.4272542,0.3034704,0.7719807,1
108,img_108.jpg,0.67732066,0.6454163,0.67577994,0.5743489,0.46233007,0.6655333,0.45588169,0.542585,0.38390467,0.7545495,0.40276903,0.4778291,0.30344337,0.7729101,0.3060203,0.44494948,1
109,img_109.jpg,0.67471564,0.6451744,0.66846,0.5764017,0.46057326,0.66583794,0.4534218,0.5464528,0.3788898,0.7551881,0.4020905,0.48444372,0.30202585,0.7728543,0.30997324,0.4567175,1
110,img_110.jpg,0.6698227,0.5850548,0.67295825,0.6652069,0.4544049,0.5483069,0.45442116,0.6849498,0.39575624,0.49906823,0.37409496,0.7538123,0.29644608,0.46757066,0.297611,0.77272713,1
111,img_111.jpg,0.66535586,0.5869274,0.66678333,0.6651013,0.45457816,0.5543551,0.45444846,0.68921703,0.38433322,0.49880844,0.3737745,0.75135076,0.293335,0.4819244,0.28642362,0.770463,1
112,img_112.jpg,0.66217947,0.59430695,0.66468835,0.67056715,0.45095333,0.56206536,0.44866228,0.69209117,0.38121486,0.50425124,0.37607473,0.75118434,0.29463652,0.49135217,0.28706956,0.7631518,1
113,img_113.jpg,0.6574039,0.62020266,0.65759975,0.65531534,0.44881642,0.6022265,0.4488443,0.6648981,0.3781639,0.50545,0.376538,0.7508387,0.28913042,0.5058247,0.280536,0.75869143,1
114,img_114.jpg,0.65386295,0.60116583,0.6563668,0.679794,0.44593555,0.5769199,0.4479456,0.6996748,0.3807726,0.5125978,0.3821183,0.75490516,0.28701198,0.5106938,0.29142058,0.75878835,1
115,img_115.jpg,0.650671,0.60569966,0.6546047,0.6876999,0.4445313,0.5753174,0.44279605,0.70799935,0.38246566,0.51729715,0.38006443,0.75634885,0.28171209,0.5126393,0.28008276,0.75676584,1
116,img_116.jpg,0.65382344,0.6090759,0.658606,0.6877223,0.4475349,0.57909477,0.4454697,0.7109325,0.3798272,0.521083,0.37731296,0.7579579,0.27661616,0.52414644,0.27232662,0.76103944,1
117,img_117.jpg,0.65458834,0.6137483,0.6590404,0.6939158,0.44520062,0.580048,0.44402525,0.7131629,0.3765578,0.5227245,0.37941736,0.7598734,0.27270097,0.52615076,0.2758529,0.7598714,1
118,img_118.jpg,0.6578329,0.6206829,0.6605369,0.69968593,0.44447252,0.5836959,0.44440502,0.7138106,0.37148452,0.52976143,0.3750537,0.7610585,0.2721753,0.5407552,0.27535054,0.7607093,1
119,img_119.jpg,0.65684694,0.6232195,0.6599109,0.70473856,0.44717357,0.5921272,0.44540924,0.71175396,0.3793046,0.5336149,0.37883586,0.7661554,0.28086478,0.54417986,0.28170347,0.76143646,1
120,img_120.jpg,0.66359365,0.6256715,0.665742,0.7106315,0.44964123,0.5943392,0.44798684,0.71146786,0.37949643,0.5401478,0.38577896,0.7729494,0.28160056,0.5458138,0.289235,0.77332133,1
121,img_121.jpg,0.65972215,0.63182664,0.6620925,0.7131037,0.44978917,0.59615684,0.44867438,0.7189661,0.38529742,0.5407055,0.3821369,0.77514386,0.28296185,0.5464671,0.28836757,0.77595013,1
122,img_122.jpg,0.65816724,0.636391,0.6616417,0.7191826,0.44648144,0.6005244,0.43990082,0.7243227,0.38279328,0.54672575,0.3735929,0.7825444,0.28198308,0.55136,0.28117454,0.7782654,1
123,img_123.jpg,0.65038717,0.6406862,0.65399027,0.7239482,0.44617617,0.6091075,0.43508452,0.7292396,0.38614428,0.55227786,0.37480173,0.7845957,0.28494114,0.5510743,0.27801728,0.78441346,1
124,img_124.jpg,0.66327924,0.6469552,0.66166556,0.7283082,0.45103854,0.60767436,0.44336987,0.7380744,0.3854304,0.55366576,0.378729,0.79345703,0.2847647,0.54950595,0.2792436,0.79592764,1
125,img_125.jpg,0.67138976,0.6516359,0.6693256,0.73591536,0.45214355,0.6153391,0.44845766,0.7422931,0.3935189,0.55802965,0.3819841,0.80445683,0.29180846,0.5488798,0.27826583,0.8085837,1
126,img_126.jpg,0.6767578,0.65701294,0.6738565,0.7399479,0.4569859,0.61703205,0.45083806,0.74714625,0.3919867,0.55661845,0.37970385,0.8126027,0.29299533,0.54956365,0.27078474,0.8283543,1
